n,parents_age,child_age,coef,se,df
36070,55,34,0.490206921781507,0.0113748153278849,36063
36325,30,39,0.430898508600451,0.0135888953968288,36318
36339,28,39,0.410318844922746,0.0139675832664125,36332
36372,31,39,0.463298122820679,0.0128611363495657,36365
36410,32,39,0.419606166340153,0.0120951422705494,36403
36430,33,39,0.487589682233902,0.0122197311241608,36423
36438,29,39,0.442269938029772,0.013639923466734,36431
36459,34,39,0.46223717594803,0.011872930079941,36452
36491,59,39,0.46506857096733,0.0109990579218977,36484
36500,60,39,0.441876773159113,0.0109061394209235,36493
36523,35,39,0.444382718718898,0.0110438308355984,36516
36523,36,39,0.470077350068577,0.011489134222725,36516
36526,53,39,0.49876282892546,0.0110810070926022,36519
36530,49,39,0.473168236696266,0.0105669887402219,36523
36531,38,39,0.506414252894381,0.0116228279569331,36524
36544,58,39,0.469256132195698,0.0110314522799678,36537
36550,56,39,0.516904462849624,0.0116914634699524,36543
36550,57,39,0.485082974404029,0.0113396488526368,36543
36552,37,39,0.506087656239868,0.0117208868546981,36545
